,link,moviename,vote_average,vote_count,img,director,scriptwriter,actors,place,language,secName,types,long,years,overview
2570,https://movie.douban.com/subject/6874567/,惊叫大电影 Chillerama,6.5,5845.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1338063205.jpg,亚当·格林,亚当·莱福金,理查德·里尔, 美国, 英语 / 德语, 昏天黑地大恶搞,"['喜剧', '动作', '科幻', '恐怖', '歌舞']",119,2011.0,在汽车影院行将关张之际，老板瑟西老头怀着对威尔斯等电影前辈天才的敬意，要奉献给恐怖片影迷们一个难忘的电影之夜，于是多部恐怖片连番上演：《巨型精子》讲述一个少精单身汉使用了可以令精子强壮的新药，导致他的精子居然成长为楼房般巨大的怪兽，在纽约城内肆意破坏；《少年熊人》讲述对女友冷淡的少年瑞奇（布伦特·柯里根 Brent Corrigan 饰），偶然与几个黑衣青年相遇，而因为他们，瑞奇变成了恐怖的同性恋熊人；《弗兰肯斯坦的日记》讲述希特勒从弗兰肯斯坦的后人手中夺走了复活死人的笔记，遂亲手造出了犹太形象的活死人……正当银幕上放映电影时，看电影的人们遭遇了僵尸的袭击……
2571,https://movie.douban.com/subject/1292060/,米勒的十字路口 Miller's Crossing,7.9,8760.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363356206.jpg,伊桑·科恩,伊桑·科恩,加布里埃尔·伯恩, 美国, 英语 / 意大利语 / 爱尔兰盖尔语 / 意第绪语, 黑帮龙虎斗(港) / 风云再起时 / 米勒倒戈,"['剧情', '惊悚', '犯罪']",115,1990.0,美国一个小城市，当地的黑帮老大利奥和他的好朋友兼助手汤姆（加布里埃尔•伯恩 Gabriel Byrne 饰）同时爱上了黑道中人伯尼（约翰•特托罗 John Turturro 饰）的妹妹维娜（马西娅•盖伊•哈登 Marcia Gay Harden 饰），两个好朋友甚至为争夺维娜的爱的而反目。同时，当地的另一个黑帮老大卡斯帕极力拉拢汤姆，答应帮他偿还赌债，条件就是干掉伯尼。汤姆为了讨维娜的欢心，暗中帮助伯尼藏了起来，对卡斯帕却宣称自己已经杀死了伯尼。不料伯尼反咬一口，以此威胁汤姆帮他干掉卡斯帕，不然就重新露面。局面霎时变得混乱起来。
2572,https://movie.douban.com/subject/2030879/,大侦探波洛 第一季 Agatha Christie's Poirot Season 1,9.3,5282.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1957898530.jpg,爱德华·本内特,阿加莎·克里斯蒂,大卫·苏切, 英国, 英语 / 法语, 大侦探波洛探案传奇 / 大侦探波洛 / Poirot,"['剧情', '悬疑', '犯罪']", 50分钟,1989.0,赫尔克里波洛（大卫·苏切特 David Suchet 饰）：一个讲法语的比利时人，五短身材，枣核脑瓜，偏爱修饰自己月牙弯的胡子，其貌不扬，还有洁癖，但是既和蔼又可爱。而他最出名的是脑袋里“小小的灰色细胞”，这让他先后侦破过诸如东方快车谋杀案、尼罗河上的惨案、ABC谋杀案 等案件，成为与福尔摩斯齐名的大侦探。
2573,https://movie.douban.com/subject/5683891/,弹珠传说,8.6,3362.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2523179926.jpg,朱珂,刘旭,张凯鑫, 中国大陆, 汉语普通话, Pinball Legend,['动画'], 25分钟,2010.0,东历1008年，这是一个盛行弹珠游戏的异世界。少年欧阳小枫为了寻求弹珠的更高技艺而寻找传说中的弹珠仙人拜师学艺，之后在弹珠仙人所在的仙珠山遇到了其他四个并肩作战的好朋友，他们凭着正义，执着，信任，善良，勇气一起都成为了弹珠仙人的徒弟。黑暗中的鬼伯爵一直虎视眈眈着弹珠仙人的五大神圣弹珠战机，想要得到五大弹珠魔神，得其强大的力量，继而统治整个弹珠异世界。为了拿到五大弹珠魔神和流落民间的“弹珠戒指”与“弹珠权杖”，鬼伯爵势要铲除欧阳小枫等五战士，鬼伯爵决定通过三场比赛的递增，得到“弹珠权杖”和“弹珠戒指”，然后依靠其强大的力量再夺取五大圣神弹珠战机……
2575,https://movie.douban.com/subject/1301518/,千年血后 The Hunger,6.8,1754.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p716916459.jpg,托尼·斯科特,Ivan Davis,凯瑟琳·德纳芙, 英国, 英语, 血魔,"['爱情', '恐怖']",97,1983.0,玛丽安（凯瑟琳·德纳芙 Catherine Deneuve 饰）和约翰（大卫·鲍伊 David Bowie 饰）已经不太记得请他们究竟在一起多长时间了，他们只知道，每过7天，他们都需要饮下人类的血液，以此保留青春，没错，他们都是吸血鬼。约翰的突然衰老给玛丽安带来了恐慌，因为在她漫长了生命里，这样的事情发生过不止一次，然而每一次，能终结这种衰老的只有死亡。
2576,https://movie.douban.com/subject/3279143/,三十极夜2：黑暗的日子 30 Days of Night: Dark Days,4.7,2479.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305763583.jpg,Ben Ketai,Steve Niles,Kiele Sanchez, 美国, 英语, 厄夜三十2 / 三十极夜2,['恐怖'],92,2010.0,在上一集后，女主角Stella离开阿拉斯加最北小镇巴罗（Barrow），前往洛杉矶，并告诉世人那里发生的恐怖事件。她的旅行引起了当地温暖气候下的女吸血鬼们的愤怒，Stella从此得知可能有一种办法可以救活被杀死的丈夫Eben。
2578,https://movie.douban.com/subject/20514947/,龙虾 The Lobster,7.6,101921.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2304460273.jpg,欧格斯·兰斯莫斯,欧格斯·兰斯莫斯,科林·法瑞尔, 爱尔兰 / 英国 / 希腊 / 法国 / 荷兰, 英语 / 法语, 单身动物园(港/台) / Ο Αστακός,"['剧情', '喜剧', '奇幻']",118,2015.0,故事背景设定在一个虚构的近未来社会，居民的婚恋受到严格控制管理。根据规定，单身者要被集中移送到一个酒店里，他们必须要在45天之内找到一个匹配的伴侣，失败者会被转化为一种自选的动物，并被流放到森林中。为了延长45天的期限，酒店里的单身者们还会到森林里狩猎其他逃亡的单身者。
2580,https://movie.douban.com/subject/25958787/,深夜食堂电影版 映画 深夜食堂,7.9,85291.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2205014862.jpg,松冈锭司,真边克彦,小林薰, 日本, 日语, Midnight Diner,['剧情'],119,2014.0,夜幕笼罩下的东京霓虹闪烁，在城市某个不起眼的角落，充满温情的深夜食堂悄然开张。妖媚的川岛玉子（高冈早纪 饰）一脸颓唐，她的靠山不久前去世，却没给她留下分文遗产。在颓唐无助的时候，貌不惊人的上班族小初（柄本时生 饰）走入玉子的视野，他们的关系迅速拉近。乡下女孩栗山美知留（多部未华子 饰）独自来到东京，走投无路之际她在老板（小林薰 饰）这里吃了霸王餐，事后主动登门要求打工还钱，女孩因此找到了暂时的栖身地。3•11大地震让福岛灾民大石谦三（筒井道隆 饰）和来自东京的志愿者杉田明美（菊池亚希子 饰）相识。大石对后者展开狂热的追求，甚至尾随来至东京。
2583,https://movie.douban.com/subject/4074292/,凉宫春日的消失 涼宮ハルヒの消失,9.1,26590.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2246432125.jpg,石原立也,谷川流,平野绫, 日本, 日语, The Disappearance of Haruhi Suzumiya / Suzumiya Haruhi no shôshitsu,"['喜剧', '科幻', '动画']",162,2010.0,距圣诞节仅有8天时间，SOS团在凉宫春日的号召下，不出意料地策划了一场圣诞狂欢派对。但就在12月18日这天早晨，阿虚却发现周围的世界有了些许变化。1年9班消失不见，朝比奈学姐视其形同路人，甚至早已死去的朝仓也代替凉宫春日坐在了阿虚的后面，而春日则如同人间蒸发一般无人知晓。当他冲向SOS团的教室时，只看到了孤零零坐在角落里看书的长门有希，一向淡定自若、冷如冰霜的长门大神也变成了怯懦害羞的乖乖女。从前一日长门留下的蛛丝马迹中，阿虚判断出这个世界似乎被某人重组了一番。
2584,https://movie.douban.com/subject/26945132/,一定要抓住 반드시 잡는다,6.8,5044.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503047561.jpg,金泓善,李赞荣,白润植, 韩国, 韩语, The Chase,"['惊悚', '犯罪']",110,2017.0,电影讲述了追踪未结案事件凶手的故事。杀人案再次发生，犯罪手法竟然与30年前一起未结案事件一模一样。非常了解小区的老人和非常了解事件的前职刑 警用直觉与感觉开始追踪凶手....
2589,https://movie.douban.com/subject/30317887/,魔法纪录：魔法少女小圆外传 マギアレコード 魔法少女まどか☆マギカ外伝,7.6,2108.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2592913962.jpg,宫本幸裕,穴井洋輔,麻仓桃, 日本, 日语, Magia Record 魔法少女小圆外传,"['剧情', '动作', '动画', '奇幻']", 24分钟,2020.0,作为实现愿望的代价，在无人知晓的情况下不断战斗的魔法少女们。然而，环伊吕波，却忘记了自己的愿望。“成为魔法少女的时候，我是许了什么愿望来着？”日常当中突然出现的空洞。失去了的某件重要之物。连理由都不知道，就这样每天不停地战斗……
2590,https://movie.douban.com/subject/1876686/,疯羊 Black Sheep,5.8,5578.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184137781.jpg,Jonathan King,Jonathan King,Matthew Chamberlain, 新西兰, 英语, 羊人 / 养羊吃人 / 丧尸羔羊 / 黯阴羊 / 黑羊,"['喜剧', '恐怖']",87,2007.0,美丽宁静的新西兰牧场，无数温顺的绵羊正在草场上觅食，突然远处传来令人毛骨悚然的叫声。奥利弗（马修·张伯伦 Matthew Chamberlain 饰）年幼时由于哥哥安格斯的恶作剧而患上“恐羊症”，成人后在回农场处理父亲留下的遗产时发现哥哥安格斯为了赚钱而用羊做基因试验，从而引发了一场灾难。本来温顺的绵羊突然变得凶残起来，并且迅速蔓延。但凡被已经变异的羊咬过，无论是羊或者是人都会变成可怕的食肉动物。四处躲藏的奥利弗巧遇一直反对农场基因试验的女孩“Experience”，在农场工人塔克的帮助下，三人不得不开始阻制这场灾难的进一步扩散……
2591,https://movie.douban.com/subject/2264581/,迪迦奥特曼&戴拿奥特曼 光之星的战士们 ウルトラマンティガ&ウルトラマンダイナ 光の星の戦士たち,8.2,2038.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513978549.jpg,Kazuya Konaka,长谷川圭一,Takeshi Tsuruno, 日本, 日语, 奥特曼剧场版 星光战士 / Urutoraman Tiga & Urutoraman Daina: Hikari no hoshi no senshi tachi / Ultraman Tiga & Ultraman Dyna: Warriors of the Star of Light,"['动作', '科幻']",68,1998.0,宇宙有翼骨兽格兰达出现在了宇宙空间里。Super GUTS和戴拿奥特曼都在战斗中落了下风。千钧一发之际，TPC极密制造的战舰普罗米修斯号出现，救下了戴拿。
2592,https://movie.douban.com/subject/1307853/,8英里 8 Mile,8.2,72526.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1055645725.jpg,柯蒂斯·汉森,斯科特·西尔弗,埃米纳姆, 美国 / 德国, 英语, 八英里 / 八里公路(港) / 街头痞子(台) / 8里公路,"['剧情', '音乐']",110,2002.0,1995年冬天的底特律，每逢周末乐手们都会聚在一家名为The Shelter的Hip-Hop俱乐部进行一对一的为时一分钟的表演比赛，吉米•史密斯（艾米纳姆）是众多黑人乐手中另类的白，虽然他很有实力，却在每次上台表演时都会卡壳，只得到一片喝倒彩的嘲笑声。
2593,https://movie.douban.com/subject/2156696/,尸妖 屍妖,6.4,1285.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2344441735.jpg,桂治洪,桂治洪,恬妮, 中国香港, 粤语, Corpse Mania,"['悬疑', '惊悚', '恐怖', '犯罪']",82,1981.0,广州地方上搬来了一对儿怪异情侣，他们居住的荒僻院落绝少有人出入且传出恶臭，不堪忍受的邻居们破门而入，发现此时已不见踪影的李姓男子居然奸尸。广州警察总局刑侦处张处长（王戎 饰）为调查奸尸案前往佛山，始知两年前当地富家公子李正元（陈家奇 饰）从醉红轩兰姑（恬妮 饰）手中买下重病妓女红眉，在红眉去世后奸尸多日，案发后被关入疯人院。张处长料想最近的奸尸案亦为李正元所做，而李家祖宅内的新女尸和被刺死的巡警证明李正元已经返回佛山。不久张处长发现李正元似乎有意针对醉红轩的妓女下手，经调查发现兰姑曾经从李正元手中诈骗巨款。而此时，获悉李正元从疯人院出院消息的兰姑等人惶惶不可终日……
2594,https://movie.douban.com/subject/6710798/,恩娇 은교,6.8,19222.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1597191869.jpg,郑址宇,郑址宇,朴海日, 韩国, 韩语, 银娇 / 萝莉塔：情陷谬思(台) / Eungyo,"['剧情', '爱情']",129,2012.0,年逾七旬的国民诗人李适瑶（朴海日 饰）隐居在一处偏僻的别墅中，生活起居全由弟子徐志有（金武烈 饰）打点，而徐志有作为文坛新秀，即将推出他的第一本小说《心脏》。恩娇（金高恩 饰）的无意闯入打破了李适瑶和弟子平静的生活，恩娇年轻漂亮，又天真懵懂，李适瑶在她的身上似乎找回了一 点昔日的青春活力。看到自己敬仰的恩师居然和一个十七岁的女学生纠缠不清，而自己的地位正在逐渐下降，徐志有有一点难以接受，但更多的，是嫉妒。
2597,https://movie.douban.com/subject/4134631/,叶问前传,5.7,21672.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p504355120.jpg,邱礼涛,李敏,杜宇航, 中国香港 / 中国大陆, 粤语 / 汉语普通话, The Legend is Born - Ip Man,['动作'],100,2010.0,20世纪之初，国际局势瞬息万变，古老的中国更处在生死存亡的危急时刻。远在广东佛山，少年叶问和异姓兄弟天赐拜入咏春拳名师陈华顺（洪金宝 饰）门下学习拳法。叶问天资聪颖，资质不凡，十年期间便在师兄弟之间跃然而出。成年后，叶问（杜宇航 饰）告别从小一起长大天赐（樊少皇 饰）和小师妹美慧（陈嘉桓 饰），只身来至香港读书。在此期间，他教训了歧视中国人的洋鬼子，不仅名震香江，更藉此拜入咏春宗室梁赞之子——梁壁（叶准 饰）的门下。
2599,https://movie.douban.com/subject/1295686/,盗火线 Heat,8.5,88615.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193849510.jpg,迈克尔·曼,迈克尔·曼,阿尔·帕西诺, 美国, 英语 / 西班牙语, 烈火悍将(台) / 热力 / 穷追不舍 / 狂热,"['剧情', '动作', '惊悚', '犯罪']",170,1995.0,文森特•汉纳（阿尔•帕西诺 饰）是洛杉矶警局重案组的探长，工作积极投入，打击犯罪毫不手软，因此，家庭生活危机重重，目前的第三次婚姻也面临解体；尼尔•麦考利（罗伯特•德尼罗 饰）是职业匪徒，混迹江湖多年，做事干净利落，而且心狠手辣，不留后患，组织手下成功抢劫运钞车的案子，使他受到了警方的“特别关注”。
2601,https://movie.douban.com/subject/1870117/,甲贺忍法帖 バジリスク ～甲賀忍法帖～,8.8,14839.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2225808791.jpg,木崎文智,武藤康之,鸟海浩辅, 日本, 日语 / 英语, Basilisk: Kôga ninpô chô,"['剧情', '动画', '奇幻']", 24分钟,2005.0,1614年，德川家康73岁，年迈的他必须在两个儿子之间为他的将军之位选一名继承人。难以决断的德川家康将决定的权利交给当时势均力敌的两大忍术宗家，它们分别是甲贺流和伊贺流。在前人服部半藏的调解下，曾经水火不容的两家签下了“不战条约”，但在权利和政治的挑拨之下，条约被撕毁了。
2602,https://movie.douban.com/subject/1841777/,电灯着，鬼掹脚,6.7,1173.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2042926073.jpg,洪金宝,司徒卓汉,张坚庭, 中国香港, 粤语," 鬼掹脚 / 鬼猛脚 / 鬼抓人 / Spooky, Spooky","['喜剧', '恐怖', '奇幻']",95,1988.0,一部在当时来说构思和拍摄较为出色的一部恐怖电影。内容是一个清朝女子和一男人通奸，被村民捉奸并将女人浸猪笼。女子充满怨气的魂魄开始在海水中蔓延。时间切到199X年的香港，一女子游泳被水中异物拉住脚溺水而亡，腐烂发臭的尸体漂到岸边被人发现，后送到警察局法医鉴定处之后所发生的一系列恐怖事件。
2603,https://movie.douban.com/subject/1389982/,实尾岛 실미도,8.1,27700.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2265612013.jpg,康佑硕,金希才,薛景求, 韩国, 韩语, 实尾岛风云 / Silmido / 宝尾岛,"['剧情', '动作']",135,2003.0,60年代末朝鲜半岛南北局势紧张，双方都展开了疯狂的间谍与刺杀行动。1968年1月，康仁灿（薛景求饰）因谋杀罪名成立而被判死刑的，在行刑前突然被召到拘留室，与特种部队军官讨论替代死刑的条件，他将被送到西南部荒岛实尾岛接受特别军事训练。同时，另外30名死囚也接受了特种部队军官的条件，被征召到实尾岛执行特别任务。
2604,https://movie.douban.com/subject/27172872/,呼吸 Dans la brume,5.9,3866.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2568926037.jpg,丹尼尔·罗比,纪尧姆·勒曼,罗曼·杜里斯, 法国 / 加拿大, 法语 / 英语, 雾袭花都 / 全面霾伏(台) / 霧險一博(港) / Just A Breath Away,"['科幻', '灾难']",89,2020.0,"当巴黎被一种奇怪的致命烟雾淹没时,幸存者只能在城市的上层和屋顶避难。没有新闻,没有电,没有水,没有食物,一个小家庭在灾难中挣扎求生。但随着时间的推移,他们不得不面对现实:救援队伍不能来了。如果他们希望活着出来,他们就得冒着被雾笼罩的危险。"
2606,https://movie.douban.com/subject/26220744/,假面 가면,7.0,3625.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2246778162.jpg,富圣哲,崔浩哲,朱智勋, 韩国, 韩语, Mask 2015,"['爱情', '悬疑']", 60分钟,2015.0,通过以另一个人的身份活下来的女人和真切关注她的男人之间的故事剖析人生真谛。隐藏自己的身份，嫁做财阀世家媳妇的卞智淑（秀爱饰）、愿意无条件去守护心爱女子的崔珉宇（朱智勋饰）、想要揭开智淑的真实身份的人与已经知道所有秘密的人，这四人共同住在同一间宅邸里所发生的明争暗斗、阴谋报复的故事。
2608,https://movie.douban.com/subject/26474493/,变蚊人 Bite,5.0,2074.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2255280818.jpg,Chad Archibald,Chad Archibald,Elma Begovic, 加拿大, 英语, 刺痛,['恐怖'],90,2015.0,2015年加拿大恐怖片，讲述即将成为新娘的凯西，在单身旅游时上给不知名虫子咬了一口。回到家后，开始出现双足冰冷的症状。无奈的凯西想要取消婚礼，但天不随人愿，此时的凯西已经开始出现昆虫习性。最终昆虫的本能打败了凯西，后者把自己的家变成了窝，不仅在其中产卵。还以此为据点捕食生人。
2609,https://movie.douban.com/subject/4275444/,有一天,6.6,7218.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p665503472.jpg,侯季然,侯季然,谢欣颖, 中国台湾, 汉语普通话 / 闽南语, As I Walked Out One Evening / One Day,"['剧情', '爱情', '科幻']",92,2010.0,女孩欣颖（谢欣颖 饰）和妈妈一起住在高雄旗津，并在往来高雄和金门的客轮上当福利社店员。欣颖的生活和其他居民一样平静安恬，唯一的不同就是他总是梦见一个男孩对她大声呼喊，但是她听不清他在喊什么，也看不清他的脸，欣颖一直以为那是她已故的爸爸。然而有一天，她在渡轮上遇见了一名服兵役的男孩阿聪（张书豪 饰），阿聪竟然声称自己是她未来的恋人，而且此刻他俩正身处一场可以改变彼此命运的梦中。欣颖觉得这荒唐极了，然而接连发生的一连串事件却让她渐渐相信了男孩的话。随着梦中的爱恋渐渐清晰起来，冥冥中的命运也像渡轮般慢慢朝他们逼近……
2610,https://movie.douban.com/subject/2276934/,金田一少年事件簿1 金田一少年の事件簿 第1シリーズ,8.9,11298.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p460466636.jpg,堤幸彦,深泽正树,堂本刚, 日本, 日语, Kindaichi shônen no jikenbo,"['剧情', '悬疑', '冒险']", 45分钟,1995.0,平日里游手好闲看似极不靠谱的私立不动高中二年级生金田一（堂本刚 饰）却是个智商很高的推理天才，他和青梅竹马的美女七濑美雪（友坂理惠 饰）、警部剑持勇（古尾谷雅人 饰）等伙伴和朋友，携手解决了不少棘手事件。且金田一解决事件的方法比较特别，他依赖于货真价实的证据，再依照证据来思索和推理，由此及彼，再由彼及此，这样循环往复，最终推理出犯罪凶手。而对于凶手，金田一并不是要把凶手逼向绝境，而是给予其舍生处地的想法，最后加以规劝，使凶手最后以自首结束。借由金田一我们一起进入不思议的案件当中。
2611,https://movie.douban.com/subject/2153494/,可可可心一家人,7.9,5902.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2271499510.jpg,杨子岚,齐昕,徐刚, 中国大陆, 国语, 可可可心一家人1,"['喜剧', '动画', '儿童']", 8分钟,2003.0,中央电视台动画片部精心打造的首部中国版家庭幽默动画系列剧《可可、可心一家人》。这部系列剧讲述了主人公可可、可心这对5岁的龙凤胎姐弟在一个普通家庭、普通居民区和普通幼儿园里发生的一个个有趣故事，从一个全新的视角关注儿童、家庭与社会，又将所有的话题以幽默而富有情趣的方式展开与解决。
2613,https://movie.douban.com/subject/1293046/,热泪伤痕 Dolores Claiborne,8.6,9773.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151462240.jpg,泰勒·海克福德,斯蒂芬·金,凯西·贝茨, 美国, 英语, 惊鸟,"['剧情', '悬疑', '惊悚']",132,1996.0,疗养院的老太太薇拉连人带轮椅滚下了楼梯，当场毙命。护理她的保姆桃乐丝（凯西•贝茨 Kathy Bates 饰）手持凶器站在旁边。桃乐丝是唯一的嫌疑人。原来，桃乐丝是薇拉雇佣了40年的女佣，由于她饱受主人的责骂和变态要求，所以这起案件很容易被导向怀恨在心、伺机报复的谋杀。警方一直想把她定罪，判处她20年徒刑。这个案子惊动了桃乐丝远在纽约做记者的女儿莎琳娜（詹妮弗•杰森•李 Jennifer Jason Leigh 饰）。她亲自参与案件的追踪，再度与离散多年的母亲重逢，共同生活了几日。这令她不得不回首阴暗往事，而桃乐丝也总是恍然回忆起女儿小时候的样子。与此同时，一个恶魔般的身影也随之被记忆唤醒。那是她的丈夫，经常对她实施暴力。在忍无可忍之际，她做出了最后的反击……
2614,https://movie.douban.com/subject/27663962/,为全人类 第一季 For All Mankind Season 1,7.9,1923.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574373441.jpg,罗纳德·D·摩尔,罗纳德·D·摩尔,乔尔·金纳曼, 美国, 英语, 太空骄子(港) / 太空使命(台) / 为了全人类,"['剧情', '科幻']", 62分钟,2019.0,Apple的流媒体平台AppleTV+旗下自制剧——太空科幻剧《为了全人类》(For All Mankind)发布预告，这是AppleTV+旗下首部曝光预告的剧集。
2615,https://movie.douban.com/subject/27045860/,原钻 Uncut Gems,7.2,22208.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2581160716.jpg,本·萨弗迪,罗纳德·布隆斯坦,亚当·桑德勒, 美国, 英语 / 希伯来语, 未成大器 / 未切割宝石 / 未切割的钻石 / 未切割的宝石 / 未琢之石(豆友译名),"['剧情', '犯罪']",135,2019.0,影片讲述了一位纽约钻石店老板Howard Ratner（亚当·桑德勒饰），他嗜赌成瘾，婚姻岌岌可危，还有一个对他不忠诚的女友。Howard Ratner欠赌徒（埃里克勃格森饰）钱，而打手们也一直威胁着让他还钱。当他买了一批价值数百万美元的稀有的未切割埃塞俄比亚蛋白石，他觉得自己的霉运会就此终结。这些石头本来是打算用做拍卖的，但是当波士顿凯尔特人超级球星凯文·加内特走进宝石店，希望租下这些石头，因为它们可以给他在NBA总决赛上带来好运，事态也就越发复杂了起来 。
2616,https://movie.douban.com/subject/26614081/,从前有座灵剑山 霊剣山 星屑たちの宴,7.5,7210.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2300507675.jpg,鈴木行,鈴木行,代永翼, 中国大陆 / 日本, 日语 / 汉语普通话, 灵剑山 群星之宴,['动画'], 24分钟,2016.0,原作国王陛下，由知名漫画家猪画和菌小莫改编的著名仙侠类连载漫画作品《从前有座灵剑山》动画化决定！并将于2016年年初在日本东京MX电视台上映！成为首部登陆日本电视台的中国青少年向连载动画！此次合作由腾讯动漫、DEEN社（代表作：《乱马1/2》《寒蝉鸣泣之时》《薄樱鬼》）共同出资，绘梦动画（代表作：《王牌御史》《中国惊奇先生》）参投。中日业界首次在品牌、创作、人员、资本方面都进行了跨境合作。与过往常见的 “日方牵头中方加工”模式大不相同。
2617,https://movie.douban.com/subject/26427810/,虚空异界 The Void,6.0,3720.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2433095434.jpg,杰里米·格里斯佩,杰里米·格里斯佩,亚伦·普尔, 加拿大, 英语, 恐惧虚空(台) / 虚空,"['科幻', '悬疑', '恐怖']",90,2016.0,故事发生在一座小镇的医院内。一名警官将一位伤员送进医院后，一群身份不明的神秘人包围了医院。宗教？黑帮？恐怖组织？在知晓这群人的身份之前，一场大屠杀已经展开。
2619,https://movie.douban.com/subject/26709507/,尖叫皇后 第二季 Scream Queens Season 2,7.3,2173.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2368419615.jpg,布拉德·法尔查克,伊安·布瑞南,艾玛·罗伯茨, 美国, 英语, 尖叫女王,"['喜剧', '恐怖']", 45分钟,2016.0,FOX在TCA上宣布续订《尖叫皇后》第二季，Jamie Lee Curtis，Emma Roberts，Lea Michele等人均将回归。
2620,https://movie.douban.com/subject/3266217/,死亡片场 Dead Set,7.5,4477.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500364192.jpg,扬·德芒热,查理·布鲁克,Jaime Winston, 英国, 英语, 亡者之界,"['剧情', '恐怖']", 24分钟(首集45分钟),2008.0,故事发生在真人秀“老大哥”片场。浑然不知情的几位选手和工作人员，突然遭逢一大群僵尸的袭击。怪诞离奇的事情接踵而至。他们被困在密闭的狭小空间里互相尔虞我诈，却不知道屋外早已是尸横遍地的死亡之境。
2623,https://movie.douban.com/subject/33218325/,60天，指定幸存者 60일 지정생존자,8.5,5099.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559977748.jpg,柳钟善,金泰姬,池珍熙, 韩国, 韩语, 指定幸存者：60日(台) / Designated Survivor: 60 Days,"['剧情', '悬疑', '犯罪']", 70分钟,2019.0,《60天，指定幸存者》在原版主要故事情节的基础上，加入了更多有关韩国国情的元素。这是一个关于政治家的故事，他突然从环境部长晋升到了总统，因为在国会上发生的一次爆炸中，排在他前面的总统候选人都罹难身亡。朴木镇原本是位科学家，如今身为政客的他必须努力融入政坛。在朴木镇代任总统的 60 天中，尽管经验不足并且不情不愿，他还是想努力揭开袭击背后的真相。
2624,https://movie.douban.com/subject/1295166/,月光光心慌慌5 Halloween 5,6.0,808.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2506946040.jpg,Dominique Othenin-Girard,Michael Jacobs,唐纳德·普利森斯, 美国, 英语, 万圣节5 / 捉鬼节4 / Halloween 5: The Revenge of Michael Myers,"['惊悚', '恐怖']",96,1989.0,1988年的万圣节，杀人魔王迈克尔•梅尔被警察射伤，几经周折，他逃到一条河边，并得到一位好心人的救治。一年时光转瞬即逝，伤愈的迈克尔如同僵死复苏的毒蛇一般杀掉救命恩人，并决定再次前往哈登菲尔德，向甥女杰米（Danielle Harris 饰）复仇。
2625,https://movie.douban.com/subject/24826968/,记忆碎片,4.2,2748.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2355447952.jpg,朴裕焕,朴裕焕,雷佳音, 中国大陆, 汉语普通话, Memento Mori,"['喜剧', '悬疑']",94,2016.0,繁华都市的边缘地带有一栋老旧而神秘的公寓，里面居住着形形色色奇怪的人，有“高帅穷”的落魄小律师（雷佳音 饰）、有倔强的90后年轻漂亮女孩（夏梓桐 饰）、有惯于溜门撬锁的蠢贼（李菁 饰），更有黑社会老大（李彧 饰）和他的美艳性感情妇（孙宁 饰）以及假药小贩（何云伟 饰）等。
